rating;rating_count;age;year;review_count;pages_count;price;name;author;link;text_reviews
5.0;1;0;2006;1;5 стр.;96.0;Разработка XML-стандартов: мировой опыт и практика работы в банковском секторе;А. В. Кудинов;https://www.litres.ru/book/a-v-kudinov/razrabotka-xml-standartov-mirovoy-opyt-i-praktika-raboty-v-ban-5551713/;['книга интересная, даже человеку не занимающимся программированием каждый день. особенно интересно для людей, кто, как-то связан по работе ( например: с банковской отчетностью).']
0.0;0;0;2009;0;8 стр.;96.0;Разработка программного комплекса оптимизации управления инвестиционным проектированием;А. Ф. Шориков;https://www.litres.ru/book/a-f-shorikov/razrabotka-programmnogo-kompleksa-optimizacii-upravleniya-inv-5019369/;[]
0.0;0;0;2009;0;11 стр.;96.0;Образовательное значение классификации компьютерных языков;Н. В. Шилов;https://www.litres.ru/book/a-g-marchuk/obrazovatelnoe-znachenie-klassifikacii-komputernyh-yazykov-5005481/;[]
1.0;1;0;2011;0;11 стр.;96.0;Об адекватности систем имитационного моделирования GPSS World и AnyLogic (продолжение);В. Д. Боев;https://www.litres.ru/book/vasiliy-boev/ob-adekvatnosti-sistem-imitacionnogo-modelirovaniya-gpss-worl-4991057/;[]
0.0;0;0;2011;0;11 стр.;96.0;Поиск скрытой периодичности в финансовых временных рядах методом циклического разложения;Е. В. Коротков;https://www.litres.ru/book/v-m-rudenko/poisk-skrytoy-periodichnosti-v-finansovyh-vremennyh-ryadah-met-4991130/;[]
0.0;0;0;2011;0;6 стр.;96.0;Организация эффективных полиморфных алгоритмов в сложных системах управления информацией;А. А. Левков;https://www.litres.ru/book/a-a-levkov/organizaciya-effektivnyh-polimorfnyh-algoritmov-v-slozhnyh-sist-4977183/;[]
0.0;0;0;2012;0;4 стр.;96.0;Plankalkül – первый высокоуровневый язык программирования;И. А. Казакова;https://www.litres.ru/book/i-a-kazakova/plankalkul-pervyy-vysokourovnevyy-yazyk-programmirovaniya-4971036/;[]
5.0;1;0;2012;0;8 стр.;96.0;Оптимизация решения задачи ортогональной упаковки;В. А. Чеканин;https://www.litres.ru/book/a-v-chekanin/optimizaciya-resheniya-zadachi-ortogonalnoy-upakovki-4970865/;[]
4.0;2;0;;1;473 стр. 223 иллюстрации;59.0;Программирование для карманных компьютеров;Владимир Волков;https://www.litres.ru/book/vladimir-volkov/programmirovanie-dlya-karmannyh-komputerov-176381/;['Материал морально устарел.', 'Ищите книги по программированию для iPhone или Android.', 'Я начал с Python для Raspberry Pi – проще понять азы программирования.']
0.0;0;0;2023;0;41 стр.;69.9;Распределенные базы данных. Лабораторный практикум;П. Кулпеппер;https://www.litres.ru/book/e-kovalev-33000151/raspredelennye-bazy-dannyh-laboratornyy-praktikum-70533892/;[]
0.0;0;0;2020;0;94 стр.;399.0;Высокопроизводительные вычисления и облачные технологии;Д. В. Дружинин;https://www.litres.ru/book/d-v-druzhinin/vysokoproizvoditelnye-vychisleniya-i-oblachnye-tehnologii-67267101/;[]
0.0;0;0;2021;0;10 стр.;168.0;Постановка задачи обеспечения автоматизации полного цикла поддержки принятия решения;О. В. Тиханычев;https://www.litres.ru/book/o-v-tihanychev/postanovka-zadachi-obespecheniya-avtomatizacii-polnogo-cikl-67127187/;[]
0.0;0;0;2021;0;15 стр.;168.0;Технология программной имплементации цифрового двойника в контур IoT управления HVAC-системой;А. В. Кычкин;https://www.litres.ru/book/a-v-kychkin/tehnologiya-programmnoy-implementacii-cifrovogo-dvoynika-v-kon-67125372/;[]
0.0;0;0;2021;0;13 стр.;168.0;Задача параметрического программирования с моделями прогнозирования урожайности сельскохозяйственных культур;Я. М. Иваньо;https://www.litres.ru/book/m-n-barsukova/zadacha-parametricheskogo-programmirovaniya-s-modelyami-prog-67127220/;[]
0.0;0;0;2021;0;9 стр.;168.0;Реализация метауправления правами доступа в проекте BlockSet средствами языка BML;А. Ю. Новиков;https://www.litres.ru/book/a-u-novikov/realizaciya-metaupravleniya-pravami-dostupa-v-proekte-blockset-67126368/;[]
0.0;0;0;2019;0;180 стр.;149.0;Параллельные вычислительные системы;О. В. Непомнящий;https://www.litres.ru/book/vladimir-vasilev-30922677/parallelnye-vychislitelnye-sistemy-65762250/;[]
0.0;0;0;2020;0;166 стр.;350.0;Разработка и реализация портальных решений. Практикум;Павел Борисович Лукьянов;https://www.litres.ru/book/pavel-lukyanov/razrabotka-i-realizaciya-portalnyh-resheniy-praktikum-57232186/;[]
0.0;0;0;2020;0;15 стр.;168.0;Программное обеспечение для настройки протоколов верхнего уровня ad-hoc сетей;А. С. Новиков;https://www.litres.ru/book/a-s-novikov/programmnoe-obespechenie-dlya-nastroyki-protokolov-verhnego-ur-57061865/;[]
0.0;0;0;2016;0;189 стр.;400.0;Курс практического программирования в Delphi. Объектно-ориентированное программирование;Е. В. Санников;https://www.litres.ru/book/e-v-sannikov-6922512/kurs-prakticheskogo-programmirovaniya-v-delphi-obektn-54759367/;[]
0.0;0;12;2018;0;7 стр.;168.0;Решение по мультиагентному представлению субъектов в задачах оптимального управления микроэнергосистемой;А. К. Абд Эльрахим;https://www.litres.ru/book/a-k-abd-elrahim/reshenie-po-multiagentnomu-predstavleniu-subektov-v-zadach-30792022/;[]
0.0;0;0;2017;0;12 стр.;168.0;Иерархические структуры и их компьютерная реализация в расчете светодиодных оптических систем;В. В. Байнев;https://www.litres.ru/book/v-v-baynev/ierarhicheskie-struktury-i-ih-komputernaya-realizaciya-v-rasche-27109182/;[]
0.0;0;0;2017;0;16 стр.;168.0;Применение компьютерных систем моделирования транспортного обслуживания в сфере металлоторговли;А. В. Мищенко;https://www.litres.ru/book/a-v-mischenko/primenenie-komputernyh-sistem-modelirovaniya-transportnogo-o-26117998/;[]
0.0;0;0;2017;0;7 стр.;168.0;Об одном программном средстве мультимедийной поддержки учебных курсов по информатике;Е. В. Архангельская;https://www.litres.ru/book/e-v-arhangelskaya/ob-odnom-programmnom-sredstve-multimediynoy-podderzhki-u-26119494/;[]
0.0;0;0;2017;0;11 стр.;168.0;Моделирование устройства имитозащиты контролируемых объектов с новым набором хаотических сигналов;А. А. Гавришев;https://www.litres.ru/book/a-a-gavrishev/modelirovanie-ustroystva-imitozaschity-kontroliruemyh-obekto-26119590/;[]
0.0;0;0;2017;0;10 стр.;168.0;Оценивание стоимости программного продукта при различных исходных данных;Ю. В. Гольчевский;https://www.litres.ru/book/u-v-golchevskiy/ocenivanie-stoimosti-programmnogo-produkta-pri-razlichnyh-24869566/;[]
2.0;1;0;2017;0;10 стр.;168.0;Компьютерный расчет и моделирование светодиодных осветительных систем;В. В. Байнев;https://www.litres.ru/book/v-v-baynev/komputernyy-raschet-i-modelirovanie-svetodiodnyh-osvetitelnyh-s-24869573/;[]
2.0;2;0;2017;0;7 стр.;168.0;Использование теории графов для распознавания образов;А. А. Дунаев;https://www.litres.ru/book/a-a-dunaev/ispolzovanie-teorii-grafov-dlya-raspoznavaniya-obrazov-24869581/;[]
0.0;0;0;2017;0;23 стр.;168.0;Метаграфовый подход для описания гибридных интеллектуальных информационных систем;Коллектив авторов;https://www.litres.ru/book/raznoe-4340152/metagrafovyy-podhod-dlya-opisaniya-gibridnyh-intellektualny-24869589/;[]
5.0;1;0;2017;0;8 стр.;168.0;Особенности применения информационных технологий на стадиях жизненного цикла сложных технических систем;О. А. Страхов;https://www.litres.ru/book/a-f-strahov/osobennosti-primeneniya-informacionnyh-tehnologiy-na-stadiyah-24869597/;[]
0.0;0;0;2017;0;12 стр.;168.0;Реализация автоматной парадигмы вычислений на объектно-атрибутном базисе;С. М. Салибекян;https://www.litres.ru/book/s-m-salibekyan/realizaciya-avtomatnoy-paradigmy-vychisleniy-na-obektno-atr-24342104/;[]
5.0;1;0;2017;0;7 стр.;168.0;Разработка структуры быстродействующего декодера БЧХ-кода (15, 7, 5) на основе метода циклического декодирования;А. Н. Мальчуков;https://www.litres.ru/book/a-n-malchukov/razrabotka-struktury-bystrodeystvuuschego-dekodera-bchh-koda-24349440/;[]
0.0;0;0;2017;0;8 стр.;168.0;Программная реализация моделей оптических систем для проектирования осветительных приборов;В. В. Байнев;https://www.litres.ru/book/v-v-baynev/programmnaya-realizaciya-modeley-opticheskih-sistem-dlya-proekt-24342096/;[]
3.0;2;0;2007;1;353 стр.;158.0;Математическое программирование. Алгоритмический подход;А. А. Черняк;https://www.litres.ru/book/a-chernyak/matematicheskoe-programmirovanie-algoritmicheskiy-podhod-18887787/;['Можно почитать из чисто академического интереса.', 'На практическое применение не стоит рассчитывать.', '', 'Изложение не живое, строгое, сухое.', '', 'Обширный материал, который рассматривает линейное, дискретное, выпуклое, нелинейное и динамическое программирование, транспортные и потоковые задачи, оптимизационные задачи на графах и матроидах, теорию полиноминальной сводимости и NP-полноты. Но в списке литературы всего 11 наименований! Только книги. Ничего кроме книг. Как в пустыне. Десяток сочных кактусов. И больше ничего..Ни кустика, ни травинки.', '', 'Рискнул. Купил. Промахнулся.']
0.0;0;0;2016;0;9 стр.;168.0;Использование технологии табличного моделирования генетических алгоритмов для решения задач оптимизации;Ольга Аникина;https://www.litres.ru/book/o-m-guschina/ispolzovanie-tehnologii-tablichnogo-modelirovaniya-genetiches-19412885/;[]
0.0;0;0;2010;0;289 стр.;350.0;Silverlight 4: создание насыщенных Web-приложений;С. С. Байдачный;https://www.litres.ru/book/sergey-baydachnyy/silverlight-4-sozdanie-nasyschennyh-web-prilozheniy-8341640/;[]
5.0;1;0;2010;0;352 стр.;250.0;Технологии борьбы с компьютерными вирусами. Практическое пособие;С. В. Гошко;https://www.litres.ru/book/stanislav-goshko/tehnologii-borby-s-komputernymi-virusami-prakticheskoe-po-8341532/;[]
0.0;0;0;2010;0;97 стр.;250.0;Информатика. Macromedia Flash MX. Компьютерная графика и анимация;М. Н. Капранова;https://www.litres.ru/book/m-n-kapranova/informatika-macromedia-flash-mx-komputernaya-grafika-i-anima-8341645/;[]
4.3;3;0;2015;0;120 стр.;119.0;Введение в фотореалистическую графику;А. В. Калютов;https://www.litres.ru/book/a-v-kalutov/vvedenie-v-fotorealisticheskuu-grafiku-17072050/;[]
0.0;0;0;2015;0;15 стр.;96.0;Первичная идентификация в технологии информационного поиска (часть 2);А. П. Новиков;https://www.litres.ru/book/a-p-novikov/pervichnaya-identifikaciya-v-tehnologii-informacionnogo-poiska-17086406/;[]
1.0;1;0;2015;0;8 стр.;96.0;Процессно-ориентированное моделирование систем массового обслуживания в Excel;Екатерина Борисовна Грибанова;https://www.litres.ru/book/e-b-gribanova/processno-orientirovannoe-modelirovanie-sistem-massovogo-obs-17085542/;[]
0.0;0;0;2015;0;11 стр.;168.0;Модель защищенной информационной системы интернет-банкинга;М. В. Тумбинская;https://www.litres.ru/book/m-v-tumbinskaya/model-zaschischennoy-informacionnoy-sistemy-internet-banki-12160296/;[]
0.0;0;0;2015;0;12 стр.;96.0;Синхронизация моделей при разработке программного обеспечения;Д. В. Ошкало;https://www.litres.ru/book/d-v-oshkalo/sinhronizaciya-modeley-pri-razrabotke-programmnogo-obespecheni-12160301/;[]
0.0;0;0;2010;0;521 стр.;350.0;.Net Framework 2.0. Секреты создания Windows-приложений;С. С. Байдачный;https://www.litres.ru/book/sergey-baydachnyy/net-framework-2-0-sekrety-sozdaniya-windows-prilozheniy-8337544/;[]
0.0;0;0;2015;0;12 стр.;168.0;Оценка ветроэнергетического потенциала района средствами компьютерного моделирования;В. А. Шакиров;https://www.litres.ru/book/a-u-artemev/ocenka-vetroenergeticheskogo-potenciala-rayona-sredstvami-komp-11868361/;[]
0.0;0;0;2015;0;12 стр.;168.0;Алгоритм оценки параметров линейной множественной модели регрессии по минимаксному критерию;И. Ю. Выгодчикова;https://www.litres.ru/book/i-u-vygodchikova/algoritm-ocenki-parametrov-lineynoy-mnozhestvennoy-modeli-11868389/;[]
0.0;0;0;2015;0;15 стр.;168.0;Первичная идентификация в технологии информационного поиска (часть 1);А. П. Новиков;https://www.litres.ru/book/a-p-novikov/pervichnaya-identifikaciya-v-tehnologii-informacionnogo-poiska-11868420/;[]
0.0;0;0;2015;0;7 стр.;96.0;Сравнительный анализ сайтов поиска оптовых поставщиков по критерию функциональной полноты;Н. В. Орлова;https://www.litres.ru/book/n-v-orlova/sravnitelnyy-analiz-saytov-poiska-optovyh-postavschikov-po-krit-11197766/;[]
4.0;1;0;2015;0;12 стр.;168.0;Этапы, методы и средства конфигурирования информационных систем;А. А. Вичугова;https://www.litres.ru/book/a-a-vichugova/etapy-metody-i-sredstva-konfigurirovaniya-informacionnyh-sis-11279462/;[]
0.0;0;0;2015;0;9 стр.;96.0;Метод последовательного анализа для тестирования человека-оператора;С. Д. Кулик;https://www.litres.ru/book/s-d-kulik/metod-posledovatelnogo-analiza-dlya-testirovaniya-cheloveka-oper-11279471/;[]
0.0;0;0;2015;0;13 стр.;168.0;Оптимизация производственных программ на основе результатов имитационного моделирования;Н. З. Емельянова;https://www.litres.ru/book/a-a-emelyanov-2/optimizaciya-proizvodstvennyh-programm-na-osnove-rezultato-11279473/;[]
0.0;0;0;2010;0;221 стр.;200.0;Создание Windows-приложений в среде Delphi;С. В. Федотова;https://www.litres.ru/book/svetlana-fedotova/sozdanie-windows-prilozheniy-v-srede-delphi-8337246/;[]
0.0;0;0;2015;0;10 стр.;96.0;Методика оценки эффективности информационных систем;А. В. Кравченко;https://www.litres.ru/book/a-v-kravchenko/metodika-ocenki-effektivnosti-informacionnyh-sistem-9450832/;[]
0.0;0;0;2015;0;13 стр.;96.0;Mоделирование эколого-экономической системы региона на основе системы Pilgrim;Е. И. Царегородцев;https://www.litres.ru/book/a-v-baranov/modelirovanie-ekologo-ekonomicheskoy-sistemy-regiona-na-osnove-9464332/;[]
0.0;0;0;2015;0;8 стр.;96.0;Компьютерное моделирование температурных полей технических систем при интервально стохастической неопределенности параметров;А. Г. Мадера;https://www.litres.ru/book/a-g-madera/komputernoe-modelirovanie-temperaturnyh-poley-tehnicheskih-sist-9464564/;[]
3.0;1;0;2014;0;9 стр.;96.0;Автоматизированная разработка динамических Web-узлов средствами декларативного языка программирования;П. П. Кейно;https://www.litres.ru/book/a-v-siluyanov/avtomatizirovannaya-razrabotka-dinamicheskih-web-uzlov-sreds-9031636/;[]
0.0;0;0;2014;0;15 стр.;96.0;Моделирование в жизненном цикле автоматизированных систем управления в кризисных и чрезвычайных ситуациях;Д. А. Разумов;https://www.litres.ru/book/v-d-aleshin/modelirovanie-v-zhiznennom-cikle-avtomatizirovannyh-sistem-upr-9033149/;[]
0.0;0;0;2014;0;21 стр.;96.0;Сетевые технологии в программных системах автоматизации спектрометрии нейтронов;И. М. Саламатин;https://www.litres.ru/book/i-m-salamatin/setevye-tehnologii-v-programmnyh-sistemah-avtomatizacii-spek-8654186/;[]
0.0;0;0;2014;0;9 стр.;96.0;Имитационное моделирование динамической воздушной обстановки в управляемом воздушном пространстве;А. В. Людомир;https://www.litres.ru/book/a-v-ludomir/imitacionnoe-modelirovanie-dinamicheskoy-vozdushnoy-obstanovki-8654201/;[]
0.0;0;0;2014;0;11 стр.;96.0;Когнитивное моделирование в анализе структурного взаимодействия экологических процессов Северного Каспия;А. Ю. Переварюха;https://www.litres.ru/book/a-u-perevaruha/kognitivnoe-modelirovanie-v-analize-strukturnogo-vzaimodeys-8654207/;[]
0.0;0;0;2006;0;264 стр.;118.0;Поддержка принятия решений при проектировании силовых трансмиссий;Н. Н. Гущинский;https://www.litres.ru/book/a-b-dolgiy/podderzhka-prinyatiya-resheniy-pri-proektirovanii-silovyh-trans-7068662/;[]
3.0;1;0;2009;0;133 стр.;78.0;Нейросетевое моделирование в распознавании образов. Философско-методические аспекты;Т. А. Капитонова;https://www.litres.ru/book/t-a-kapitonova/neyrosetevoe-modelirovanie-v-raspoznavanii-obrazov-filosofs-7073797/;[]
0.0;0;0;2014;0;7 стр.;96.0;Определение понятия «информатика» должно базироваться на практической работе с информацией. К 110‑летию В. И. Сифорова;В. П. Мешалкин;https://www.litres.ru/book/v-n-volkova/opredelenie-ponyatiya-informatika-dolzhno-bazirovatsya-na-prak-8349499/;[]
5.0;1;0;2014;0;10 стр.;96.0;Имитационная многоагентная нечетко-логическая модель принятия маркетинговых решений промышленного предприятия в условиях неопределенности;В. П. Мешалкин;https://www.litres.ru/book/v-p-meshalkin/imitacionnaya-mnogoagentnaya-nechetko-logicheskaya-model-pri-8349452/;[]
0.0;0;0;2014;0;9 стр.;96.0;Модель поддержки принятия решения при планировании проекта внедрения КИС на основе нечетких множеств второго порядка;В. Г. Чернов;https://www.litres.ru/book/v-g-chernov/model-podderzhki-prinyatiya-resheniya-pri-planirovanii-proekta-8349459/;[]
0.0;0;0;2014;0;9 стр.;96.0;Алгоритм поиска приближенной композиционной модели Липшиц-ограниченной сюръективной функции;И. С. Калинников;https://www.litres.ru/book/i-s-kalinnikov/algoritm-poiska-priblizhennoy-kompozicionnoy-modeli-lipshic-8350027/;[]
0.0;0;0;2014;0;11 стр.;96.0;Обработка и визуализация пространственных данных на гибридном вычислительном кластере;В. А. Бобков;https://www.litres.ru/book/a-s-cherkashin/obrabotka-i-vizualizaciya-prostranstvennyh-dannyh-na-gibrid-8350074/;[]
0.0;0;0;2014;0;8 стр.;96.0;Некоторые вопросы развития методологии имитационных исследований;В. В. Девятков;https://www.litres.ru/book/v-v-devyatkov/nekotorye-voprosy-razvitiya-metodologii-imitacionnyh-issledo-8350110/;[]
0.0;0;0;2014;0;6 стр.;96.0;Обнаружение скрытых периодичностей методом вейвлет-анализа;Ю. Г. Древс;https://www.litres.ru/book/m-s-sergeev/obnaruzhenie-skrytyh-periodichnostey-metodom-veyvlet-analiza-8350120/;[]
0.0;0;0;2014;0;20 стр.;96.0;Модели и алгоритмы расчета устройств для гашения пульсаций газообразной среды в трубопроводных системах;Е. Р. Мошев;https://www.litres.ru/book/e-r-moshev/modeli-i-algoritmy-rascheta-ustroystv-dlya-gasheniya-pulsaciy-g-7065072/;[]
3.0;1;0;2014;0;6 стр.;96.0;Оптимизация тестирования сложных цифровых устройств;И. О. Атовмян;https://www.litres.ru/book/v-b-shuvalov/optimizaciya-testirovaniya-slozhnyh-cifrovyh-ustroystv-7065077/;[]
0.0;0;0;2014;0;15 стр.;96.0;Выявление принадлежности точек к объектам территорий в имитационных моделях Actor Pilgrim;Н. З. Емельянова;https://www.litres.ru/book/a-a-emelyanov-2/vyyavlenie-prinadlezhnosti-tochek-k-obektam-territoriy-v-i-7065096/;[]
0.0;0;0;2014;0;6 стр.;96.0;Применение системы GPSS World при проектировании и модернизации судосборочных комплексов в составе современных судостроительных верфей;В. В. Девятков;https://www.litres.ru/book/a-v-fedotov/primenenie-sistemy-gpss-world-pri-proektirovanii-i-modernizaci-7065111/;[]
0.0;0;0;2014;0;6 стр.;96.0;Управление бюджетом на основе нечеткой алгебры;Е. Д. Стрельцова;https://www.litres.ru/book/v-s-strelcov/upravlenie-budzhetom-na-osnove-nechetkoy-algebry-7065116/;[]
0.0;0;0;2014;0;26 стр.;96.0;Планирование аналитического исследования при помощи методов анализа качественных данных;В. В. Артюхин;https://www.litres.ru/book/v-v-artuhin/planirovanie-analiticheskogo-issledovaniya-pri-pomoschi-metodo-7065046/;[]
0.0;0;0;2014;0;7 стр.;168.0;Применение процессного подхода к управлению финансовыми ресурсами кредитной организации;А. Г. Михеев;https://www.litres.ru/book/a-g-miheev/primenenie-processnogo-podhoda-k-upravleniu-finansovymi-resursa-7065071/;[]
0.0;0;0;2014;0;9 стр.;168.0;Степень готовности системы управления бизнес-процессами к внедрению информационных технологий (методика оценки);В. Ф. Корнюшко;https://www.litres.ru/book/v-f-kornushko/stepen-gotovnosti-sistemy-upravleniya-biznes-processami-k-vn-7065042/;[]
5.0;1;0;2014;0;11 стр.;96.0;Фасетная многомерность и амбивалентность информатики. К 80‑летию А. В. Соколова;Александр Владимирович Соколов;https://www.litres.ru/book/a-v-sokolov/fasetnaya-mnogomernost-i-ambivalentnost-informatiki-k-80-letiu-6686665/;[]
